,beta1,beta2,eps,lr,num_epochs,weight_decay
35,0.7116524875760079,0.09040657199174165,5.432066321372986e-09,0.0009625247556302092,4.0,0.15605006217956544
36,0.38377740016579626,0.5291752830147743,3.349382281303406e-09,0.06532233317575419,12.0,0.14510522782802582
37,0.24731880578398704,0.36419181579351423,9.871906638145446e-09,0.01420961033463002,5.0,0.05125829726457596
38,0.9185960941314697,0.8034559341073036,1.3295859098434448e-09,0.00017363351623151538,10.0,0.24993258118629455
39,0.05489838710054755,0.578279040813446,6.276665329933166e-09,0.00010648567450333145,11.0,0.2809220016002655
40,0.8510242635011673,0.017566720951348543,4.926732182502747e-09,0.00781625134749475,5.0,0.020229893177747725
41,0.5274931356310845,0.8674374965429306,8.402376770973206e-09,0.049670769785373596,13.0,0.0763754904270172
42,0.3245275545716286,0.3081807142496109,3.773145377635956e-10,0.0006575706349152864,3.0,0.2248142123222351
43,0.9842085952162742,0.7367244030833244,9.281170964241027e-09,0.0015730611459688693,2.0,0.12555571496486664
44,0.15682989044487478,0.17356491976976396,1.998291611671448e-09,0.02077248679374469,14.0,0.17563018798828126
45,0.4567057835161686,0.962705928504467,6.022647023200989e-09,0.003369560725087747,8.0,0.23166595101356505
46,0.6284795587062836,0.39809068804979325,2.680521607398987e-09,0.0002471236925412623,8.0,0.06948459148406982
47,0.8184701564311981,0.3297985410690308,5.791535973548889e-09,0.0003517378668128491,14.0,0.10454027652740479
48,0.022332832496613265,0.7656387004852295,2.9276257753372193e-09,0.0045220438637549555,3.0,0.19664720892906187
49,0.3453876112103462,0.12088204358518123,8.904491066932678e-09,0.023830469271127367,9.0,0.2901904106140137
50,0.5483417000770568,0.5552666691541672,2.39340603351593e-09,0.0017008400682545946,7.0,0.010959421098232268
51,0.13890235260128975,0.4857357173860073,8.494375348091126e-09,0.0007534236588622815,5.0,0.25975981950759885
52,0.9662848235964775,0.9240230886340142,3.0359793454408645e-10,0.05381908977892397,11.0,0.04139308333396911
53,0.6659173117876053,0.21073105815052987,6.8267327547073365e-09,0.011110964255981107,3.0,0.13504612147808073
54,0.4941474070250988,0.6504741269946098,4.392505288124085e-09,0.00014320758380495714,13.0,0.16614230275154113
55,0.6081072950363159,0.9966192702054978,9.485766291618347e-09,0.000209534418413516,12.0,0.21471213698387145
56,0.31147403132915497,0.43638785469532015,1.7341607809066773e-09,0.014606033883991532,4.0,0.08644187450408936
57,0.07380685132741928,0.7067293632030487,5.2104157209396365e-09,0.09780020294946787,10.0,0.030087507516145705
58,0.776265048801899,0.14699313913285733,3.5870260000228882e-09,0.0012280087189777888,6.0,0.2711043834686279
59,0.41340576168894766,0.8413451576828956,7.495459914207459e-09,0.003089322918442628,7.0,0.060520309209823604
60,0.7412923412919045,0.2777061879336834,3.801752924919128e-09,0.03888872662732019,9.0,0.24067293405532836
61,0.8772517100572587,0.6160953217148781,7.82549798488617e-09,0.00662443362844083,1.0,0.18420866131782532
62,0.2059858096987009,0.05196099305525422,8.942001312971116e-10,0.00046215946547396576,15.0,0.11694914996623992
63,0.9046799418926239,0.42532385033369063,9.950433969497681e-09,0.0005010030466229936,12.0,0.29672019481658934
64,0.20221409288048744,0.9845721772313119,1.2515628337860108e-09,0.0061077981819218944,3.0,0.004433813318610191
65,0.43281684932112696,0.1503114949017763,5.35342812538147e-09,0.042157029555165045,11.0,0.09803308546543121
66,0.7294425210356712,0.7110308373570442,3.427304029464722e-09,0.002848375064149374,5.0,0.20315878987312316
67,0.08561857764422894,0.265476083278656,7.01370120048523e-09,0.0013317475133835992,7.0,0.14260164499282837
68,0.7568920699954033,0.8300983500480652,4.2672598361968995e-09,0.09020854961130946,9.0,0.1585915982723236
69,0.6119018622636795,0.05656742713227868,7.66539454460144e-09,0.01583983313684535,3.0,0.2522274613380432
70,0.28402293419837954,0.6197184587717056,1.0368312150239944e-09,0.0001932685316175355,14.0,0.0489303320646286
71,0.6779760160446167,0.7770151972174645,5.944466590881348e-09,0.0001470995416729526,15.0,0.022550529241561888
72,0.47501427564024923,0.3421429126560688,2.758290767669678e-09,0.010813331269804207,1.0,0.27863695621490475
73,0.1424561048001051,0.5517577394843102,9.359545707702636e-09,0.05528145437102544,9.0,0.2222631275653839
74,0.9385857809185981,0.11640523161739111,1.9207262992858887e-09,0.0007332379842556248,7.0,0.07888669073581696
75,0.373048545062542,0.9361846271753311,8.324353694915772e-09,0.0017478475641800452,6.0,0.17769679427146912
76,0.5448261013627053,0.4969292024374008,4.5584216713905337e-10,0.02320252553232558,10.0,0.12345610857009887
77,0.8376261531114578,0.6463021037578582,6.354587078094483e-09,0.0046470012529277625,4.0,0.06704561859369278
78,0.010251272248104215,0.2075270884037018,4.84809398651123e-09,0.0003424676862052004,12.0,0.23414279222488402
79,0.44513868311047555,0.029972066659480334,6.748046875e-09,0.0002538466804415963,10.0,0.19418009519577026
80,0.6480966721773147,0.5897165116667747,4.47037935256958e-09,0.003279388328649224,5.0,0.10697181522846222
81,0.9801708460450173,0.3037649136185646,8.57285499572754e-09,0.021337493654082093,12.0,0.013071049377322197
82,0.1840373143851757,0.8639895409941674,2.2552739828824999e-10,0.001530957402825829,4.0,0.2881186544895172
83,0.5003085620999336,0.1846974307000637,8.826878070831298e-09,0.0006757260849354838,2.0,0.038887028396129605
84,0.32854243844747544,0.7488249675035477,2.4717330932617188e-09,0.04836060814600588,14.0,0.26229888796806333
85,0.03524316852539778,0.39482574418187144,5.8692574501037595e-09,0.008032019121958918,7.0,0.1684347867965698
86,0.862629472732544,0.9584729311466217,2.849397659301758e-09,0.00010367638873789844,10.0,0.13271575570106506
87,0.22038978467881679,0.6724023025631904,7.903825044631959e-09,0.00018822224261898338,8.0,0.08876468539237976
88,0.922844156384468,0.23802422694861888,8.165872842073441e-10,0.013101077245880813,8.0,0.2124292731285095
89,0.6917650396227837,0.8983914497494697,7.417231798171998e-09,0.0708103728877748,14.0,0.26855540871620176
90,0.3951279948055744,0.46254235857725146,3.879474401473999e-09,0.0008874311940713574,2.0,0.03260082453489303
91,0.7896935271620751,0.5178675012588501,5.288289785385132e-09,0.0022405979794847515,3.0,0.24273707270622252
92,0.118423823364079,0.07811550065875053,3.5083401203155516e-09,0.02805663215198378,13.0,0.058418235182762145
93,0.26292243468761445,0.8070180970430374,9.407695531845093e-09,0.005960845070579377,5.0,0.11450777649879455
94,0.5908051736354828,0.368737275749445,1.8126404285430908e-09,0.0004138521969702345,11.0,0.1866831064224243
95,0.16873303328454495,0.9059013297557831,5.568203330039978e-09,0.00037238546663632564,3.0,0.0716188833117485
96,0.9959633220434189,0.4705523276031017,3.133975565433502e-09,0.005336518589395409,13.0,0.22957053780555725
97,0.6321816524863243,0.6336098402738571,9.735845923423767e-09,0.031328281504463366,8.0,0.1728939414024353
98,0.4605644212067127,0.19874118795990944,1.5450683236122132e-09,0.0024892458865693142,9.0,0.12825768291950226
99,0.847203794181347,0.7526468659043312,7.645885348320008e-09,0.0009896786167267126,11.0,0.21738817691802978
